City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Kiama,AU,2022-01-24 03:21:09,-34.6833,150.8667,79.57,68,84,5.01
295,Upington,ZA,2022-01-24 03:21:10,-28.4478,21.2561,71.98,53,20,2.3
296,Pangnirtung,CA,2022-01-24 03:21:10,66.1451,-65.7125,-0.69,78,100,5.1
297,Riachao Das Neves,BR,2022-01-24 03:21:10,-11.7461,-44.91,69.93,88,5,0.96
298,Vostok,RU,2022-01-24 03:21:11,46.4856,135.8833,5.61,88,57,3.31
299,Kiruna,SE,2022-01-24 03:21:11,67.8557,20.2251,38.32,75,40,21.85
300,Loningen,DE,2022-01-24 03:21:12,52.7333,7.7667,40.17,91,3,5.37
301,Terrace Bay,CA,2022-01-24 03:21:12,48.7834,-87.1,-4.38,84,100,8.3
302,Barao De Melgaco,BR,2022-01-24 03:21:12,-16.1944,-55.9675,81.12,86,100,3.51
303,Laguna,US,2022-01-24 03:21:13,38.421,-121.4238,55.96,80,0,0.0
304,Roros,NO,2022-01-24 03:21:13,62.5747,11.3842,28.24,74,100,3.44
305,Bandarbeyla,SO,2022-01-24 03:21:13,9.4942,50.8122,73.89,72,90,13.76
306,Khatanga,RU,2022-01-24 03:21:13,71.9667,102.5,-14.93,100,100,6.13
307,Grindavik,IS,2022-01-24 03:21:14,63.8424,-22.4338,34.27,80,75,20.71
308,Port Keats,AU,2022-01-24 03:21:14,-14.25,129.55,80.87,85,100,8.25
309,Geraldton,AU,2022-01-24 03:17:48,-28.7667,114.6,84.61,51,0,17.27
310,Caravelas,BR,2022-01-24 03:21:14,-17.7125,-39.2481,74.86,86,16,4.18
311,Marrakesh,MA,2022-01-24 03:21:14,31.6315,-8.0083,51.87,87,63,3.44
312,Hailey,US,2022-01-24 03:21:15,43.5196,-114.3153,15.66,92,100,5.75
313,Pombas,CV,2022-01-24 03:21:15,17.1503,-25.0201,71.38,79,100,17.16
314,Nikki,BJ,2022-01-24 03:21:15,9.9401,3.2108,68.16,18,1,5.23
315,Jumla,NP,2022-01-24 03:21:16,29.2747,82.1838,34.02,89,100,4.05
316,Hun,LY,2022-01-24 03:21:16,29.1268,15.9477,46.29,66,3,3.85
317,Harper,LR,2022-01-24 03:21:16,4.375,-7.7169,76.64,87,5,5.64
318,Luderitz,NA,2022-01-24 03:21:18,-26.6481,15.1594,77.22,56,9,5.32
319,Honningsvag,NO,2022-01-24 03:21:18,70.9821,25.9704,35.29,85,100,28.52
320,Havelock,US,2022-01-24 03:21:18,34.8791,-76.9013,42.93,84,0,3.0
321,Port Blair,IN,2022-01-24 03:21:19,11.6667,92.75,71.64,94,20,2.3
322,Innisfail,AU,2022-01-24 03:21:19,-17.5333,146.0333,88.88,61,98,7.11
323,Manzhouli,CN,2022-01-24 03:21:19,49.6,117.4333,3.43,91,100,2.08
324,Hofn,IS,2022-01-24 03:21:20,64.2539,-15.2082,27.59,53,0,13.49
325,Riyadh,SA,2022-01-24 03:21:20,24.6877,46.7219,48.34,31,0,6.71
326,Malm,NO,2022-01-24 03:21:20,64.0721,11.2172,43.79,73,100,23.24
327,Isangel,VU,2022-01-24 03:21:21,-19.55,169.2667,87.91,74,40,4.61
328,San Francisco,US,2022-01-24 03:21:21,37.7749,-122.4194,58.05,61,0,1.01
329,Pisco,PE,2022-01-24 03:21:21,-13.7,-76.2167,69.85,78,0,11.5
330,Kayerkan,RU,2022-01-24 03:21:22,69.3497,87.7602,-6.02,99,100,5.75
331,Sao Joao Da Barra,BR,2022-01-24 03:21:22,-21.6403,-41.0511,75.9,84,26,12.66
332,Necochea,AR,2022-01-24 03:21:22,-38.5473,-58.7368,64.04,52,0,10.4
333,Hammerfest,NO,2022-01-24 03:21:23,70.6634,23.6821,37.85,70,20,26.46
334,Pszczyna,PL,2022-01-24 03:21:23,49.9804,18.9538,28.42,97,50,2.24
335,Verkhoturye,RU,2022-01-24 03:21:23,58.8627,60.8054,20.16,90,100,6.38
336,Kidal,ML,2022-01-24 03:21:24,18.4411,1.4078,59.99,20,7,10.65
337,Kristianstad,SE,2022-01-24 03:21:24,56.0313,14.1524,43.18,100,75,1.01
338,Touros,BR,2022-01-24 03:21:24,-5.1989,-35.4608,81.5,77,9,8.93
339,Whitehorse,CA,2022-01-24 03:20:29,60.7161,-135.0538,21.97,86,0,5.75
340,Tukrah,LY,2022-01-24 03:21:25,32.5341,20.5791,52.39,50,100,14.92
341,Lamu,KE,2022-01-24 03:21:25,-2.2717,40.902,77.22,89,78,12.1
342,Yangjiang,CN,2022-01-24 03:19:37,21.85,111.9667,69.94,91,100,5.06
343,Vao,NC,2022-01-24 03:21:25,-22.6667,167.4833,77.02,66,2,7.43
344,Tiznit,MA,2022-01-24 03:21:26,29.5833,-9.5,52.65,70,99,2.08
345,Kavaratti,IN,2022-01-24 03:21:26,10.5669,72.642,79.3,69,22,12.24
346,Saint-Pierre,RE,2022-01-24 03:21:26,-21.3393,55.4781,80.24,89,100,13.8
347,Itarema,BR,2022-01-24 03:21:27,-2.9248,-39.9167,78.22,76,88,10.87
348,Durres,AL,2022-01-24 03:21:27,41.3231,19.4414,30.38,47,0,16.04
349,Bafq,IR,2022-01-24 03:21:28,31.6128,55.4107,42.57,24,0,4.38
350,Tucurui,BR,2022-01-24 03:21:28,-3.7661,-49.6725,73.22,97,100,3.09
351,Marawi,PH,2022-01-24 03:21:28,7.9986,124.2928,70.65,89,100,4.23
352,Kawalu,ID,2022-01-24 03:21:29,-7.3817,108.2082,85.82,63,86,2.06
353,Kirakira,SB,2022-01-24 03:21:29,-10.4544,161.9205,85.35,75,100,6.53
354,Tasiilaq,GL,2022-01-24 03:21:29,65.6145,-37.6368,14.16,59,67,10.07
355,Olinda,BR,2022-01-24 03:21:30,-8.0089,-34.8553,82.13,69,40,4.61
356,Kargasok,RU,2022-01-24 03:21:30,59.0556,80.8572,-7.83,100,100,3.74
357,Noumea,NC,2022-01-24 03:21:30,-22.2763,166.4572,84.18,99,41,8.7
358,Lashio,MM,2022-01-24 03:21:31,22.9333,97.75,62.6,54,6,0.98
359,Brae,GB,2022-01-24 03:21:31,60.3964,-1.353,48.11,94,100,18.14
360,Acandi,CO,2022-01-24 03:21:31,8.5063,-77.2778,76.62,90,100,6.78
361,Road Town,VG,2022-01-24 03:21:32,18.4167,-64.6167,73.99,67,0,13.11
362,Phan Thiet,VN,2022-01-24 03:21:32,10.9333,108.1,84.4,55,27,5.32
363,Porto Murtinho,BR,2022-01-24 03:21:33,-21.6989,-57.8825,85.23,43,5,5.32
364,Faanui,PF,2022-01-24 03:21:33,-16.4833,-151.75,81.57,70,100,12.84
365,Bakchar,RU,2022-01-24 03:21:33,57.0186,82.0711,-14.48,100,100,2.51
366,Vardo,NO,2022-01-24 03:21:34,70.3705,31.1107,40.41,83,100,44.31
367,Isla Vista,US,2022-01-24 03:21:34,34.4133,-119.861,62.67,67,0,0.0
368,Angoche,MZ,2022-01-24 03:21:34,-16.2325,39.9086,79.14,90,100,24.54
369,La Grande,US,2022-01-24 03:21:35,45.3246,-118.0877,29.97,86,11,5.41
370,Lakes Entrance,AU,2022-01-24 03:21:35,-37.8811,147.981,86.58,58,100,7.36
371,Sabang,ID,2022-01-24 03:21:36,5.8933,95.3214,80.13,73,70,6.38
372,Korla,CN,2022-01-24 03:21:36,41.7597,86.1469,26.44,52,100,1.03
373,Istok,XK,2022-01-24 03:21:37,42.7808,20.4875,23.92,78,65,4.18
374,Wakkanai,JP,2022-01-24 03:21:37,45.4094,141.6739,24.78,74,40,13.8
375,Oranjemund,NA,2022-01-24 03:21:37,-28.55,16.4333,74.8,64,89,7.43
376,Okha,RU,2022-01-24 03:21:38,53.5739,142.9478,1.45,91,14,14.54
377,Margate,GB,2022-01-24 03:21:38,51.3813,1.3862,39.96,80,55,1.01
378,Egvekinot,RU,2022-01-24 03:21:38,66.3167,-179.1667,-21.89,98,98,4.32
379,Akdepe,TM,2022-01-24 03:21:39,42.0551,59.3788,19.49,74,85,9.55
380,Maiduguri,NG,2022-01-24 03:21:39,11.8464,13.1603,61.54,43,0,7.34
381,Nhulunbuy,AU,2022-01-24 03:21:39,-12.2333,136.7667,81.21,89,75,10.36
382,Ulaanbaatar,MN,2022-01-24 03:18:01,47.9077,106.8832,-2.07,78,75,0.0
383,Lagos,NG,2022-01-24 03:18:52,6.5833,3.75,75.52,92,3,3.4
384,Salinas,US,2022-01-24 03:21:40,36.6777,-121.6555,57.2,62,0,3.44
385,Bairiki,KI,2022-01-24 03:21:40,1.3292,172.9752,87.8,70,20,13.8
386,Gerede,TR,2022-01-24 03:21:41,40.8008,32.1969,10.51,97,100,4.41
387,Fort Myers Beach,US,2022-01-24 03:21:41,26.452,-81.9481,53.02,82,0,3.0
388,Aquiraz,BR,2022-01-24 03:21:41,-3.9014,-38.3911,83.21,86,0,7.94
389,Poronaysk,RU,2022-01-24 03:21:41,49.2167,143.1167,13.51,71,0,4.0
390,Kaitangata,NZ,2022-01-24 03:21:42,-46.2817,169.8464,57.92,66,29,9.6
391,Werda,BW,2022-01-24 03:21:42,-25.2667,23.2833,64.13,55,2,7.25
392,Napier,NZ,2022-01-24 03:21:43,-39.4833,176.9167,68.25,89,100,8.99
393,Yelizovo,RU,2022-01-24 03:21:43,53.1873,158.3805,15.94,51,0,4.0
394,Dhidhdhoo,MV,2022-01-24 03:21:43,6.8833,73.1,81.36,58,99,10.98
395,Wittlich,DE,2022-01-24 03:21:43,49.9833,6.8833,38.28,80,75,6.91
396,Ballina,AU,2022-01-24 03:21:44,-28.8667,153.5667,80.78,71,67,13.29
397,Namtsy,RU,2022-01-24 03:21:44,62.7161,129.6658,-16.49,97,100,1.36
398,Sergeyevka,KZ,2022-01-24 03:21:44,53.88,67.4158,-12.78,98,9,4.38
399,Ocana,CO,2022-01-24 03:21:45,8.2377,-73.356,64.36,82,91,5.61
400,Haines Junction,CA,2022-01-24 03:21:45,60.7522,-137.5108,17.55,93,96,2.3
401,Jaisalmer,IN,2022-01-24 03:21:45,26.9147,70.9181,54.37,30,0,4.09
402,Neuquen,AR,2022-01-24 03:17:24,-38.9516,-68.0591,71.49,46,0,6.91
403,Chekhov,RU,2022-01-24 03:21:46,55.1431,37.4711,-2.31,100,100,2.55
404,Kanodar,IN,2022-01-24 03:17:09,24.1,72.3833,53.37,41,0,4.76
405,Mantua,IT,2022-01-24 03:21:46,45.1667,10.7833,38.7,84,5,2.35
406,Petropavlovsk-Kamchatskiy,RU,2022-01-24 03:20:21,53.0452,158.6483,14.59,48,0,4.47
407,Isabela,PH,2022-01-24 03:21:46,6.7085,121.9711,86.05,66,94,6.26
408,Tiksi,RU,2022-01-24 03:21:47,71.6872,128.8694,-8.21,100,99,2.44
409,Lipari,IT,2022-01-24 03:21:47,38.4674,14.954,54.79,67,87,18.21
410,Durango,MX,2022-01-24 03:18:51,24.8333,-104.8333,52.23,59,100,7.29
411,Moose Jaw,CA,2022-01-24 03:18:39,50.4001,-105.5344,19.65,93,100,14.97
412,Muzaffarpur,IN,2022-01-24 03:21:47,26.1167,85.4,58.93,81,86,8.41
413,Houston,US,2022-01-24 03:20:25,29.7633,-95.3633,55.26,51,100,1.01
414,Seoul,KR,2022-01-24 03:18:30,37.5683,126.9778,45.97,42,0,11.5
415,Inirida,CO,2022-01-24 03:21:48,3.8653,-67.9239,73.26,96,92,2.19
416,Inongo,CD,2022-01-24 03:21:48,-1.95,18.2667,73.17,87,70,4.0
417,Scarborough,GB,2022-01-24 03:21:49,54.2797,-0.4044,39.33,86,7,4.0
418,Cidreira,BR,2022-01-24 03:21:49,-30.1811,-50.2056,76.93,90,83,5.95
419,Buala,SB,2022-01-24 03:21:49,-8.145,159.5921,86.74,67,99,6.8
420,Hornepayne,CA,2022-01-24 03:21:49,49.2138,-84.7705,-3.89,88,100,6.87
421,Palmer,US,2022-01-24 03:21:50,42.1584,-72.3287,29.48,80,100,0.0
422,Peniche,PT,2022-01-24 03:21:50,39.3558,-9.3811,49.44,76,4,7.09
423,Kirkwall,GB,2022-01-24 03:21:50,58.9848,-2.9587,46.45,81,100,14.97
424,Fort Nelson,CA,2022-01-24 03:21:51,58.8053,-122.7002,20.79,100,75,2.3
425,Tommot,RU,2022-01-24 03:21:51,58.9564,126.2925,2.91,92,99,2.68
426,Hualmay,PE,2022-01-24 03:21:51,-11.0964,-77.6139,71.04,87,11,8.9
427,Shitanjing,CN,2022-01-24 03:21:52,39.2342,106.3439,25.48,47,7,4.23
428,Saint-Joseph,RE,2022-01-24 03:21:47,-21.3667,55.6167,79.16,84,13,13.4
429,Cotonou,BJ,2022-01-24 03:21:52,6.3654,2.4183,75.18,94,1,4.61
430,Amapa,BR,2022-01-24 03:21:53,1.0,-52.0,70.9,99,51,1.7
431,Khasan,RU,2022-01-24 03:21:53,42.4308,130.6434,23.45,43,38,8.14
432,Waingapu,ID,2022-01-24 03:21:53,-9.6567,120.2641,86.68,63,41,16.08
433,Broken Hill,AU,2022-01-24 03:21:54,-31.95,141.4333,86.29,32,67,7.47
434,Abha,SA,2022-01-24 03:21:54,18.2164,42.5053,48.45,76,0,8.05
435,Nakusp,CA,2022-01-24 03:21:54,50.2499,-117.8023,30.54,93,98,2.3
436,Priiskovyy,RU,2022-01-24 03:21:55,51.9333,116.6333,0.9,93,100,2.13
437,Inhambane,MZ,2022-01-24 03:21:55,-23.865,35.3833,76.14,84,95,16.93
438,Maniitsoq,GL,2022-01-24 03:21:55,65.4167,-52.9,21.2,64,100,21.79
439,Sept-Iles,CA,2022-01-24 03:21:56,50.2001,-66.3821,7.05,90,75,5.99
440,Belmonte,BR,2022-01-24 03:21:56,-15.8631,-38.8828,79.3,80,71,4.65
441,Hamilton,US,2022-01-24 03:21:56,39.1834,-84.5333,25.05,70,0,1.01
442,Methoni,GR,2022-01-24 03:21:57,36.8197,21.7049,39.22,67,86,6.76
443,Hami,CN,2022-01-24 03:21:57,42.8,93.45,24.57,50,5,3.67
444,Staraya Poltavka,RU,2022-01-24 03:21:57,50.4772,46.4814,16.41,88,100,12.26
445,Dejen,ET,2022-01-24 03:21:58,10.1667,38.1333,51.28,37,25,0.83
446,Conceicao Do Araguaia,BR,2022-01-24 03:21:58,-8.2578,-49.2647,73.58,93,9,2.1
447,Torata,PE,2022-01-24 03:21:58,-17.0769,-70.8433,57.58,78,73,2.57
448,Araouane,ML,2022-01-24 03:21:59,18.9048,-3.5265,59.22,12,3,12.39
449,Lichuan,CN,2022-01-24 03:21:59,30.3,108.85,37.09,98,100,2.37
450,Nikko,JP,2022-01-24 03:21:59,36.75,139.6167,40.14,59,100,5.39
451,Saint-Denis,FR,2022-01-24 03:22:00,48.9167,2.3333,35.15,93,0,1.99
452,Theunissen,ZA,2022-01-24 03:22:00,-28.411,26.7011,58.41,55,0,5.23
453,Marzuq,YE,2022-01-24 03:21:45,14.4,46.4667,58.42,68,13,1.83
454,Ginda,IN,2022-01-24 03:22:00,30.6945,78.4932,38.95,81,96,3.02
455,Langfang,CN,2022-01-24 03:22:01,39.5097,116.6947,32.25,64,100,3.67
456,Nicoya,CR,2022-01-24 03:22:01,10.1483,-85.452,76.55,72,4,9.17
457,Ust-Maya,RU,2022-01-24 03:22:02,60.4167,134.5333,-12.46,94,97,1.05
458,Teguise,ES,2022-01-24 03:22:02,29.0605,-13.564,57.42,88,0,4.61
459,Awbari,LY,2022-01-24 03:22:02,26.5921,12.7805,44.87,55,0,4.32
460,Omsukchan,RU,2022-01-24 03:22:03,62.5333,155.8,-23.13,97,100,5.14
461,Arkadak,RU,2022-01-24 03:22:03,51.9326,43.4978,16.48,87,100,11.54
462,Texas City,US,2022-01-24 03:21:07,29.3838,-94.9027,55.98,69,100,1.01
463,Kieta,PG,2022-01-24 03:22:03,-6.2167,155.6333,86.74,67,100,8.61
464,Narsaq,GL,2022-01-24 03:22:03,60.9167,-46.05,23.22,72,100,6.53
465,Suhbaatar,MN,2022-01-24 03:22:04,50.2314,106.2078,7.97,92,100,1.43
466,Bima,ID,2022-01-24 03:22:04,-8.4667,118.7167,87.17,64,91,4.45
467,Solano,US,2022-01-24 03:22:04,38.2333,-121.9511,57.54,74,0,4.61
468,Novi Sanzhary,UA,2022-01-24 03:22:05,49.3439,34.3108,18.81,88,100,17.31
469,Rawson,AR,2022-01-24 03:22:05,-43.3002,-65.1023,69.71,37,31,18.77
470,Iqaluit,CA,2022-01-24 03:22:05,63.7506,-68.5145,-11.31,76,100,8.99
471,Lisakovsk,KZ,2022-01-24 03:22:06,52.5369,62.4936,-15.72,100,23,3.2
472,Bathsheba,BB,2022-01-24 03:22:06,13.2167,-59.5167,77.61,73,40,17.27
473,Numata,JP,2022-01-24 03:22:07,36.6333,139.05,43.5,64,100,9.4
474,San Roque,ES,2022-01-24 03:22:07,36.2107,-5.3842,56.23,72,75,26.46
475,Yenagoa,NG,2022-01-24 03:22:07,4.9247,6.2642,76.39,89,6,3.33
476,Norsup,VU,2022-01-24 03:22:07,-16.0667,167.3833,87.76,64,100,5.5
477,Sarrebourg,FR,2022-01-24 03:22:08,48.7333,7.05,35.31,94,4,5.61
478,Izumo,JP,2022-01-24 03:22:08,35.3667,132.7667,44.55,57,75,16.11
479,Yulara,AU,2022-01-24 03:22:09,-25.2406,130.9889,91.24,29,0,8.05
480,Sexsmith,CA,2022-01-24 03:22:09,55.35,-118.786,36.75,70,40,14.97
481,Zalantun,CN,2022-01-24 03:22:09,48.0,122.7167,11.61,75,100,2.53
482,Acurenam,GQ,2022-01-24 03:22:09,1.0322,10.6488,69.46,93,53,2.39
483,Tabou,CI,2022-01-24 03:22:10,4.423,-7.3528,76.86,85,3,3.44
484,Aklavik,CA,2022-01-24 03:22:10,68.2191,-135.0107,3.92,95,95,8.7
485,Nizhniy Kuranakh,RU,2022-01-24 03:22:10,58.8353,125.4869,1.27,95,99,2.59
486,Aberdeen,GB,2022-01-24 03:22:11,57.1437,-2.0981,46.2,89,100,9.22
487,Booue,GA,2022-01-24 03:22:11,-0.0921,11.9385,75.25,89,98,3.65
488,Samarai,PG,2022-01-24 03:22:12,-10.6167,150.6667,86.63,69,34,10.45
489,Saint-Georges,GD,2022-01-24 03:22:12,12.0564,-61.7485,76.68,78,20,12.66
490,Marsa Matruh,EG,2022-01-24 03:22:12,31.3525,27.2453,51.12,58,74,12.24
491,Manggar,ID,2022-01-24 03:22:13,-2.8833,108.2667,85.71,58,73,7.16
492,Mocuba,MZ,2022-01-24 03:22:13,-16.8392,36.9856,72.61,99,100,5.41
493,Plettenberg Bay,ZA,2022-01-24 03:22:13,-34.0527,23.3716,69.91,75,1,9.13
494,Parana,AR,2022-01-24 03:18:55,-31.732,-60.5238,74.57,92,90,7.14
495,Mandalgovi,MN,2022-01-24 03:22:14,45.7625,106.2708,6.66,71,18,14.14
496,Ratnagiri,IN,2022-01-24 03:22:14,16.9833,73.3,66.94,67,77,10.04
497,Steamboat Springs,US,2022-01-24 03:22:14,40.485,-106.8317,29.7,72,0,0.0
498,Coracora,PE,2022-01-24 03:22:15,-15.0333,-73.7833,49.78,87,98,4.74
499,Mount Isa,AU,2022-01-24 03:22:15,-20.7333,139.5,80.37,78,75,11.5
500,Sevsk,RU,2022-01-24 03:22:15,52.1491,34.4926,6.96,98,78,8.86
501,Juneau,US,2022-01-24 03:22:16,58.3019,-134.4197,38.21,96,75,6.91
502,Sinnar,SD,2022-01-24 03:22:16,13.5691,33.5672,67.53,23,75,10.51
503,Srednekolymsk,RU,2022-01-24 03:22:16,67.45,153.6833,-24.16,98,100,6.31
504,Skjervoy,NO,2022-01-24 03:22:12,70.0311,20.9714,35.37,94,100,23.44
505,Edd,ER,2022-01-24 03:22:17,13.9297,41.6925,77.23,71,66,11.79
506,Sidi Ali,DZ,2022-01-24 03:22:17,36.0998,0.4206,45.27,80,10,3.91
507,Lebanon,US,2022-01-24 03:22:18,36.2081,-86.2911,38.44,73,75,4.61
508,Winnemucca,US,2022-01-24 03:22:18,40.973,-117.7357,31.1,74,0,0.0
509,Veraval,IN,2022-01-24 03:22:19,20.9,70.3667,60.82,45,0,9.82
510,Ilyich,KZ,2022-01-24 03:22:19,40.8464,68.5067,31.69,79,5,3.18
511,Sfantu Gheorghe,RO,2022-01-24 03:22:19,45.8667,25.7833,14.94,96,96,0.94
512,Leningradskiy,RU,2022-01-24 03:22:20,69.3833,178.4167,-12.87,98,100,4.63
513,Porto Velho,BR,2022-01-24 03:22:20,-8.7619,-63.9039,75.25,94,20,0.0
514,Santa Cruz,BO,2022-01-24 03:22:21,-17.8,-63.1667,74.66,94,20,5.75
515,Hosakote,IN,2022-01-24 03:22:21,14.2769,77.1699,65.14,82,39,5.39
516,Tarakan,ID,2022-01-24 03:22:21,3.3,117.6333,85.5,79,40,5.75
517,Asau,RO,2022-01-24 03:19:07,46.4333,26.4,20.75,89,95,7.74
518,Dumas,US,2022-01-24 03:19:15,35.8656,-101.9732,44.65,59,0,9.22
519,Savannah Bight,HN,2022-01-24 03:22:22,16.45,-85.85,75.99,75,1,12.53
520,Kagoro,NG,2022-01-24 03:22:22,9.6,8.3833,63.55,20,2,7.31
521,Kirkuk,IQ,2022-01-24 03:22:23,35.4681,44.3922,40.75,46,0,7.87
522,Colchester,GB,2022-01-24 03:22:23,51.8892,0.9042,41.02,83,99,3.89
523,Lorengau,PG,2022-01-24 03:22:24,-2.0226,147.2712,81.52,83,86,18.7
524,Bijbiara,IN,2022-01-24 03:22:24,33.8,75.1,32.38,88,92,1.61
525,Hovd,MN,2022-01-24 03:18:42,48.0056,91.6419,-2.54,73,1,3.53
526,Berbera,SO,2022-01-24 03:22:24,10.4396,45.0143,73.4,78,62,3.67
527,Buchanan,LR,2022-01-24 03:22:25,5.8808,-10.0467,75.22,87,1,2.59
528,Igrim,RU,2022-01-24 03:22:25,63.1906,64.4162,-1.16,98,57,4.54
529,Zhezkazgan,KZ,2022-01-24 03:22:26,47.8043,67.7144,12.18,92,100,6.71
530,West Milford,US,2022-01-24 03:17:58,41.1312,-74.3674,30.22,90,100,2.55
531,Daru,PG,2022-01-24 03:22:27,-9.0763,143.2092,87.82,66,88,1.57
532,Goroka,PG,2022-01-24 03:22:27,-6.0834,145.3873,70.66,85,100,4.92
533,Morros,BR,2022-01-24 03:22:27,-9.4467,-46.3003,72.09,81,22,2.04
534,Tabuk,PH,2022-01-24 03:20:27,17.4189,121.4443,80.26,77,82,5.53
535,Cortez,US,2022-01-24 03:22:28,37.3489,-108.5859,37.69,68,0,8.05
536,Batemans Bay,AU,2022-01-24 03:22:28,-35.7167,150.1833,84.2,59,100,9.4
537,Newtownards,GB,2022-01-24 03:22:28,54.5924,-5.6909,43.54,86,100,3.0
538,Argos,GR,2022-01-24 03:22:29,37.6333,22.7333,35.29,57,92,1.7
539,Penzance,GB,2022-01-24 03:22:29,50.1186,-5.5371,45.77,80,100,16.8
540,Henties Bay,NA,2022-01-24 03:19:11,-22.116,14.2845,74.86,84,83,4.79
541,Conakry,GN,2022-01-24 03:22:29,9.538,-13.6773,73.36,78,29,7.92
542,Kharp,RU,2022-01-24 03:22:30,66.8014,65.8081,-4.45,95,26,3.38
543,Cuauhtemoc,MX,2022-01-24 03:22:30,28.4167,-106.8667,36.72,35,32,9.93
544,Wonthaggi,AU,2022-01-24 03:22:30,-38.6044,145.5913,93.16,54,100,7.29
545,Luanda,AO,2022-01-24 03:22:31,-8.8368,13.2343,73.4,88,40,4.61
546,Itacoatiara,BR,2022-01-24 03:22:31,-3.1431,-58.4442,74.17,96,67,2.26
547,Freeport,US,2022-01-24 03:22:31,40.6576,-73.5832,32.18,79,100,1.01
548,Mapiripan,CO,2022-01-24 03:22:32,2.8892,-72.1256,76.84,74,83,5.28
549,Tilichiki,RU,2022-01-24 03:22:32,60.4667,166.1,-12.75,87,99,6.82
550,Salalah,OM,2022-01-24 03:22:12,17.0151,54.0924,66.29,30,0,13.8
551,Tak,TH,2022-01-24 03:22:32,16.5833,98.8333,67.71,48,9,2.1
552,Kanonji,JP,2022-01-24 03:22:33,34.1167,133.65,51.85,78,87,11.21
553,Sangar,RU,2022-01-24 03:22:33,63.9242,127.4739,-20.49,96,100,6.11
554,The Pas,CA,2022-01-24 03:22:34,53.8251,-101.2541,-7.58,77,0,10.36
555,Cloquet,US,2022-01-24 03:22:34,46.7216,-92.4594,3.38,80,100,3.44
556,West Bay,KY,2022-01-24 03:22:34,19.3667,-81.4167,78.87,78,20,1.01
557,Wad Rawah,SD,2022-01-24 03:22:35,15.1603,33.1397,64.51,21,43,13.51
558,Serebryansk,KZ,2022-01-24 03:22:35,49.6925,83.2892,-16.29,96,30,2.28
559,Doka,SD,2022-01-24 03:22:36,13.5167,35.7667,69.4,45,4,11.7
560,Edgewater,US,2022-01-24 03:22:36,28.9889,-80.9023,46.99,87,0,5.75
561,Tamworth,GB,2022-01-24 03:22:36,52.634,-1.6959,38.46,87,37,4.0
562,Nelson Bay,AU,2022-01-24 03:22:37,-32.7167,152.15,80.76,69,79,4.0
563,Svetlogorsk,BY,2022-01-24 03:22:37,52.6333,29.7333,7.54,97,78,5.17
564,Chapais,CA,2022-01-24 03:22:37,49.7834,-74.8492,-22.22,100,91,3.91
565,Mercer Island,US,2022-01-24 03:22:38,47.5706,-122.2221,40.35,89,100,1.01
566,Khovu-Aksy,RU,2022-01-24 03:22:38,51.1333,93.6,-0.74,88,94,2.19
567,Port-Cartier,CA,2022-01-24 03:22:38,50.0334,-66.8654,6.75,84,98,11.1
568,Tura,IN,2022-01-24 03:22:38,25.5198,90.2201,62.15,57,100,3.4
569,Abu Dhabi,AE,2022-01-24 03:19:18,24.4667,54.3667,64.96,61,0,2.3
570,Kutina,HR,2022-01-24 03:22:39,45.475,16.7819,31.98,98,96,2.24
571,Hobyo,SO,2022-01-24 03:22:39,5.3505,48.5268,76.06,71,99,15.7
572,Odweyne,SO,2022-01-24 03:22:39,9.4092,45.064,60.42,52,87,2.91
573,Akureyri,IS,2022-01-24 03:18:00,65.6835,-18.0878,24.73,50,75,4.61
574,Maltahohe,NA,2022-01-24 03:22:40,-24.8333,16.9833,67.71,53,4,8.5
575,Prince Rupert,CA,2022-01-24 03:18:00,54.3161,-130.3201,42.89,92,100,0.0
576,Zaysan,KZ,2022-01-24 03:22:40,47.4667,84.8667,-4.23,88,93,1.9
577,Myre,NO,2022-01-24 03:22:40,69.1036,15.9492,35.55,66,94,37.92
