City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Wangaratta,AU,-36.3667,146.3333,81.16,50,100,10.36,overcast clouds
348,Chicama,PE,-7.8447,-79.1469,66.74,70,100,7.47,overcast clouds
349,Harnosand,SE,62.6323,17.9379,32.0,84,98,4.79,overcast clouds
350,Hirara,JP,24.8,125.2833,73.26,73,40,10.36,scattered clouds
351,Lorengau,PG,-2.0226,147.2712,83.43,78,100,7.18,overcast clouds
352,Aitape,PG,-3.1374,142.3475,83.21,77,94,0.74,overcast clouds
353,Kilindoni,TZ,-7.9139,39.6668,80.06,74,100,11.92,overcast clouds
354,Tazovskiy,RU,67.4667,78.7,0.93,95,100,12.26,overcast clouds
355,Ko Samui,TH,9.5357,99.9357,81.7,72,59,12.33,broken clouds
356,Camana,PE,-16.6228,-72.7111,71.76,80,93,4.59,overcast clouds
357,Roebourne,AU,-20.7833,117.1333,87.57,44,0,14.61,clear sky
358,Mitsamiouli,KM,-11.3847,43.2844,79.84,75,91,5.57,overcast clouds
359,Kawalu,ID,-7.3817,108.2082,77.99,84,100,0.45,overcast clouds
360,Darfield,GB,53.5339,-1.376,48.81,88,100,5.99,overcast clouds
361,Prince Albert,CA,53.2001,-105.7677,31.95,64,75,18.41,broken clouds
362,Saint-Joseph,RE,-21.3667,55.6167,70.18,67,50,6.31,scattered clouds
363,Bangolo,CI,7.0069,-7.475,66.07,33,9,1.39,clear sky
364,Luba,GQ,3.4568,8.5547,80.02,83,58,6.93,broken clouds
365,Viedma,AR,-40.8135,-62.9967,61.7,59,0,7.09,clear sky
366,Georgetown,MY,5.4112,100.3354,80.53,93,20,1.99,few clouds
367,Jieshi,CN,22.8134,115.8257,66.94,85,29,12.86,scattered clouds
368,Phan Thiet,VN,10.9333,108.1,77.45,69,59,0.94,broken clouds
369,Yuksekova,TR,37.5736,44.2872,16.43,97,99,0.34,snow
370,Kuusamo,FI,65.9667,29.1833,15.84,92,100,5.75,overcast clouds
371,San Bernardo,CL,-33.6,-70.7167,74.75,50,0,4.09,clear sky
372,Rawson,AR,-43.3002,-65.1023,60.89,61,0,12.1,clear sky
373,Maku,IR,39.2911,44.4521,21.81,94,100,2.13,light snow
374,Aksay,RU,47.26,39.87,26.82,98,83,3.2,broken clouds
375,Chumikan,RU,54.7183,135.315,-4.58,90,100,12.84,overcast clouds
376,Berlevag,NO,70.8578,29.0864,23.54,82,99,15.17,light snow
377,Pokrovsk,UA,48.282,37.1758,9.95,99,86,2.21,overcast clouds
378,Kahului,US,20.8947,-156.47,82.42,64,20,14.97,few clouds
379,Kamaishi,JP,39.2667,141.8833,29.35,49,4,9.37,clear sky
380,Sortland,NO,68.6949,15.4162,29.35,96,100,5.17,light snow
381,Arman,RU,59.7,150.1667,-9.29,79,100,10.31,overcast clouds
382,Pemangkat,ID,1.1667,108.9667,79.18,81,59,7.27,broken clouds
383,Ormara,PK,25.2088,64.6357,65.37,44,0,4.81,clear sky
384,Synya,RU,65.3718,58.0387,12.43,93,100,8.05,overcast clouds
385,Dusti,TJ,37.3481,68.664,32.72,42,0,5.32,clear sky
386,Olinda,BR,-8.0089,-34.8553,82.13,74,40,11.5,scattered clouds
387,Evensk,RU,61.95,159.2333,4.82,81,100,11.36,overcast clouds
388,Qasigiannguit,GL,68.8193,-51.1922,6.53,76,100,9.4,overcast clouds
389,Tomatlan,MX,19.9333,-105.25,72.18,69,94,3.31,overcast clouds
390,Locri,IT,38.2414,16.2623,54.16,86,14,8.7,few clouds
391,Warrnambool,AU,-38.3833,142.4833,87.82,64,84,4.47,broken clouds
392,Lakatoro,VU,-16.0999,167.4164,86.76,69,100,10.98,overcast clouds
393,Washington,US,47.5001,-120.5015,34.84,80,63,1.41,broken clouds
394,Pierre,US,44.3683,-100.351,39.27,60,98,1.01,overcast clouds
395,Vredendal,ZA,-31.6683,18.5012,62.83,96,19,4.99,few clouds
396,Vuktyl,RU,63.8567,57.3094,10.09,94,100,7.18,overcast clouds
397,Te Anau,NZ,-45.4167,167.7167,60.73,41,35,3.8,scattered clouds
398,Hakkari,TR,37.5833,44.1667,21.25,97,100,0.63,snow
399,Saint-Georges,GD,12.0564,-61.7485,76.68,88,75,0.0,broken clouds
400,Pevek,RU,69.7008,170.3133,-32.39,98,31,3.44,scattered clouds
401,Ambulu,ID,-8.345,113.6058,80.62,82,100,2.3,overcast clouds
402,Atar,MR,20.5169,-13.0499,64.27,47,50,9.22,scattered clouds
403,Muswellbrook,AU,-32.2667,150.9,70.99,67,100,1.57,overcast clouds
404,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,77,20,10.04,few clouds
405,Waipawa,NZ,-41.4122,175.5153,61.43,55,68,18.88,broken clouds
406,Mount Isa,AU,-20.7333,139.5,80.37,89,100,9.22,overcast clouds
407,Cherepanovo,RU,54.2222,83.381,-6.14,100,90,4.54,overcast clouds
408,Port-Gentil,GA,-0.7193,8.7815,80.13,80,100,13.47,overcast clouds
409,Eydhafushi,MV,5.1033,73.0708,79.21,64,100,11.1,overcast clouds
410,Dzhebariki-Khaya,RU,62.2167,135.8,-40.45,99,59,0.6,broken clouds
411,Broken Hill,AU,-31.95,141.4333,89.31,37,3,10.36,clear sky
412,North Bend,US,43.4065,-124.2243,51.85,88,0,4.61,clear sky
413,Touros,BR,-5.1989,-35.4608,79.7,75,100,12.06,overcast clouds
414,Wad Madani,SD,14.4012,33.5199,66.83,15,0,21.88,clear sky
415,Tandil,AR,-37.3217,-59.1332,55.44,68,0,12.01,clear sky
416,Khandyga,RU,62.6667,135.6,-42.84,100,57,1.54,broken clouds
417,Svetlyy,RU,54.675,20.1347,41.05,89,100,16.15,overcast clouds
418,Komsomolskiy,UZ,40.4272,71.7189,31.42,74,0,9.22,mist
419,Flagstaff,US,35.1981,-111.6513,42.46,37,0,3.44,clear sky
420,Sungairaya,ID,0.7,108.9,80.6,76,96,7.23,overcast clouds
421,Juneau,US,58.3019,-134.4197,37.85,96,100,3.44,overcast clouds
422,Bobrovka,RU,54.047,61.7455,13.35,91,100,11.52,overcast clouds
423,Nichlaul,IN,27.3167,83.7333,47.95,80,1,3.15,clear sky
424,Bandundu,CD,-3.3167,17.3667,70.95,91,100,3.22,overcast clouds
425,Namatanai,PG,-3.6667,152.4333,85.68,67,49,3.78,scattered clouds
426,Natal,BR,-5.795,-35.2094,79.45,89,40,6.91,scattered clouds
427,Aden,YE,12.7794,45.0367,75.29,74,100,7.99,light rain
428,Sao Francisco Do Sul,BR,-26.2433,-48.6381,80.51,89,40,2.3,scattered clouds
429,Ngunguru,NZ,-35.6167,174.5,78.17,49,0,12.28,clear sky
430,Wilmington,US,34.2257,-77.9447,39.9,60,98,10.2,overcast clouds
431,Geraldton,AU,-28.7667,114.6,80.13,47,0,12.66,clear sky
432,Shumskiy,RU,54.8318,99.1328,4.42,96,100,1.7,overcast clouds
433,Yarada,IN,17.65,83.2667,71.92,94,40,2.3,mist
434,Yaan,NG,7.3833,8.5667,75.45,19,3,5.14,clear sky
435,Pauini,BR,-7.7136,-66.9764,73.27,98,86,2.71,light rain
436,Kenora,CA,49.8167,-94.4337,22.98,86,100,13.8,overcast clouds
437,Ercis,TR,39.0287,43.3586,18.91,85,99,5.08,overcast clouds
438,Fort Nelson,CA,58.8053,-122.7002,29.79,69,75,2.3,broken clouds
439,Kamenolomni,RU,47.6685,40.2051,26.87,97,100,4.03,overcast clouds
440,Rio Grande,BR,-32.035,-52.0986,73.94,94,100,16.11,overcast clouds
441,Faranah,GN,10.0404,-10.7434,71.1,18,100,2.91,overcast clouds
442,Mingshui,CN,36.7167,117.5,30.76,65,78,4.0,broken clouds
443,Ucluelet,CA,48.9329,-125.5528,43.11,88,14,1.32,few clouds
444,Jawar,IN,23.0,76.5,45.18,65,0,4.74,clear sky
445,Jerome,US,42.7241,-114.5186,19.69,83,40,6.91,scattered clouds
446,Zanjan,IR,36.6736,48.4787,29.88,95,63,7.63,light snow
447,Weligama,LK,5.9667,80.4167,71.19,89,100,4.0,overcast clouds
448,Lagoa,PT,39.05,-27.9833,58.64,80,21,12.24,few clouds
449,Alyangula,AU,-13.8483,136.4192,87.67,70,100,12.66,overcast clouds
450,Koygorodok,RU,60.445,50.9968,4.37,98,97,2.33,overcast clouds
451,Chifeng,CN,42.2683,118.9636,11.98,50,0,4.68,clear sky
452,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.76,98,100,2.75,overcast clouds
453,Sumbe,AO,-11.2061,13.8437,75.76,89,100,4.29,overcast clouds
454,Nikko,JP,36.75,139.6167,40.95,53,9,4.27,clear sky
455,Skjervoy,NO,70.0311,20.9714,29.59,69,100,5.82,overcast clouds
456,Polunochnoye,RU,60.8697,60.4153,-7.44,99,85,1.36,overcast clouds
457,Vrangel,RU,42.7297,133.0839,19.69,55,0,14.27,clear sky
458,Tolaga Bay,NZ,-38.3667,178.3,61.79,76,100,17.92,overcast clouds
459,Baghmara,IN,23.795,86.2085,52.95,65,0,5.61,clear sky
460,Lima,PE,-12.0432,-77.0282,73.38,80,0,13.8,clear sky
461,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,45,0,4.61,clear sky
462,Goderich,CA,43.7501,-81.7165,13.91,62,97,8.05,overcast clouds
463,Sakakah,SA,29.9697,40.2064,45.97,65,7,20.96,clear sky
464,San Patricio,US,28.017,-97.5169,59.09,74,54,8.61,broken clouds
465,Awjilah,LY,29.1081,21.2869,49.78,65,93,6.13,overcast clouds
466,Preobrazheniye,RU,42.9019,133.9064,19.54,53,0,6.78,clear sky
467,Aykhal,RU,66.0,111.5,-8.81,82,94,7.36,overcast clouds
468,Zhigalovo,RU,54.8097,105.1578,-21.87,100,91,1.32,overcast clouds
469,Terra Santa,BR,-2.1042,-56.4869,74.7,92,100,1.63,overcast clouds
470,Cobija,BO,-11.0267,-68.7692,78.19,79,100,2.93,overcast clouds
471,Coquimbo,CL,-29.9533,-71.3436,63.46,81,9,3.83,clear sky
472,Pacifica,US,37.6138,-122.4869,63.25,69,0,3.0,haze
473,Mapastepec,MX,15.4333,-92.9,76.35,81,76,3.51,broken clouds
474,Radcliff,US,37.8404,-85.9491,22.05,55,0,0.0,clear sky
475,Muros,ES,42.7762,-9.0603,43.84,83,0,8.3,clear sky
476,Dingle,PH,10.9995,122.6711,81.59,81,100,9.37,overcast clouds
477,Aripuana,BR,-9.1667,-60.6333,71.92,99,100,1.9,overcast clouds
478,Mantua,IT,45.1667,10.7833,40.08,91,100,4.0,overcast clouds
479,Teguise,ES,29.0605,-13.564,55.62,77,20,6.91,few clouds
480,Canutama,BR,-6.5339,-64.3831,73.72,94,90,0.63,overcast clouds
481,Masterton,NZ,-40.9597,175.6575,68.88,44,75,12.66,broken clouds
482,Tirat Karmel,IL,32.7617,34.9719,48.61,63,100,27.83,overcast clouds
483,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,75,11.27,broken clouds
484,Khuzhir,RU,53.1939,107.3397,3.31,94,99,5.23,overcast clouds
485,Buala,SB,-8.145,159.5921,82.8,72,100,5.95,light rain
486,Bambanglipuro,ID,-7.95,110.2833,81.23,79,100,5.77,light rain
487,Sekoma,BW,-24.4,23.8833,73.67,58,72,6.13,broken clouds
488,Kovur,IN,14.4833,79.9833,72.97,81,100,0.85,overcast clouds
489,Benghazi,LY,32.1167,20.0667,54.45,60,100,15.66,overcast clouds
490,Sozimskiy,RU,59.7418,52.2482,6.93,98,100,2.66,overcast clouds
491,Smithers,CA,54.7804,-127.1743,28.72,86,100,4.61,overcast clouds
492,Seoul,KR,37.5683,126.9778,29.64,68,20,4.61,few clouds
493,Paracuru,BR,-3.41,-39.0306,82.42,84,99,12.41,overcast clouds
494,Morondava,MG,-20.2833,44.2833,79.16,79,0,7.38,light rain
495,Calvinia,ZA,-31.4707,19.776,73.58,28,0,2.68,clear sky
496,Gualaquiza,EC,-3.4,-78.55,62.38,98,91,0.94,overcast clouds
497,Arlit,NE,18.7369,7.3853,57.74,26,3,8.03,clear sky
498,Lake Charles,US,30.2131,-93.2044,49.98,60,0,4.61,clear sky
499,Ozinki,RU,51.1786,49.6769,6.49,98,83,5.82,broken clouds
500,Kaseda,JP,31.4167,130.3167,45.63,74,100,7.47,overcast clouds
501,Jasper,US,37.2001,-94.3502,32.54,40,94,7.05,overcast clouds
502,Caluquembe,AO,-13.7833,14.6833,59.68,96,98,2.77,overcast clouds
503,Flin Flon,CA,54.7682,-101.865,8.44,66,40,17.27,scattered clouds
504,Humaita,BR,-7.5061,-63.0208,73.15,93,100,2.51,overcast clouds
505,Sorland,NO,67.667,12.6934,38.43,75,90,10.22,overcast clouds
506,Chabahar,IR,25.2919,60.643,67.08,45,0,2.01,clear sky
507,Gornopravdinsk,RU,60.05,69.9,4.8,94,100,6.06,overcast clouds
508,Abalak,RU,58.1286,68.5944,5.52,89,100,6.89,overcast clouds
509,Berdigestyakh,RU,62.0989,126.6992,-7.17,99,100,2.15,overcast clouds
510,Pandan,PH,14.0453,124.1694,80.71,83,87,9.28,overcast clouds
511,Nieuw Amsterdam,SR,5.8833,-55.0833,78.82,80,40,2.3,scattered clouds
512,Shimanovsk,RU,52.0,127.7,-4.94,84,5,6.87,clear sky
513,Buta,CD,2.7858,24.73,68.36,44,99,1.36,overcast clouds
514,Airai,TL,-8.9266,125.4092,70.92,66,97,4.99,overcast clouds
515,Outjo,NA,-20.1167,16.15,75.31,50,66,1.79,broken clouds
516,Road Town,VG,18.4167,-64.6167,77.04,78,20,9.22,few clouds
517,Bereda,ES,43.2686,-7.5406,45.91,100,47,1.5,scattered clouds
518,Eirunepe,BR,-6.6603,-69.8736,73.29,94,85,0.51,overcast clouds
519,Manowa,SL,8.1667,-10.75,67.23,73,26,0.94,scattered clouds
520,Imbituba,BR,-28.24,-48.6703,82.29,89,85,7.05,heavy intensity rain
521,Candolim,IN,15.5181,73.7626,68.0,88,6,6.91,clear sky
522,Kishi,NG,9.0833,3.85,73.71,17,0,3.62,clear sky
523,Sambava,MG,-14.2667,50.1667,73.51,86,17,9.04,few clouds
524,Xingcheng,CN,40.6167,120.7167,19.9,47,0,3.36,clear sky
525,Voh,NC,-20.9667,164.7,88.29,56,39,7.94,scattered clouds
526,Pokrovskoye,RU,47.4157,38.8971,18.9,94,83,5.61,broken clouds
527,Champoton,MX,19.35,-90.7167,73.85,86,1,11.61,clear sky
528,Bartica,GY,6.4,-58.6167,75.52,95,8,2.59,clear sky
529,Skibbereen,IE,51.55,-9.2667,51.6,96,100,15.08,overcast clouds
530,La Rioja,ES,42.25,-2.5,33.12,45,0,6.24,clear sky
531,Binabalian,PH,16.4202,119.9279,79.54,78,72,13.09,broken clouds
532,Tuyen Quang,VN,21.8233,105.2181,68.81,93,100,0.76,overcast clouds
533,Rundu,NA,-17.9333,19.7667,67.01,73,100,5.26,light rain
534,Paracatu,BR,-17.2222,-46.8747,67.23,94,28,3.15,scattered clouds
535,La Romana,DO,18.4273,-68.9728,76.73,83,20,0.0,few clouds
536,Camapua,BR,-19.5314,-54.0439,79.68,66,100,3.13,overcast clouds
537,Beremend,HU,45.7911,18.4326,35.06,88,31,6.35,scattered clouds
538,Riverton,US,40.5219,-111.9391,37.18,54,40,4.0,scattered clouds
539,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.12,97,95,1.19,overcast clouds
540,Sistranda,NO,63.7256,8.834,38.89,92,100,9.19,light rain
541,Fare,PF,-16.7,-151.0167,80.74,77,11,16.08,few clouds
542,Verkhnyaya Inta,RU,65.9811,60.3094,9.46,96,100,4.99,overcast clouds
543,Visnes,NO,59.3556,5.2242,47.57,87,75,23.02,light rain
544,Russell,US,32.3502,-85.1999,44.31,56,6,6.62,clear sky
545,Rocha,UY,-34.4833,-54.3333,68.2,89,100,18.3,overcast clouds
546,Luan,CH,46.3592,6.9759,29.01,91,8,5.53,clear sky
547,Blagoyevo,RU,63.3667,47.9167,-0.74,100,94,3.67,overcast clouds
548,Corinto,GR,37.9407,22.9573,40.68,71,2,2.21,clear sky
549,Caraballeda,VE,10.6112,-66.8522,82.47,83,40,2.3,scattered clouds
550,Gobabis,NA,-22.45,18.9667,69.66,55,23,3.24,few clouds
551,Rocky Mountain House,CA,52.3668,-114.9188,35.71,48,35,10.36,scattered clouds
552,Husavik,IS,66.0449,-17.3389,30.11,71,100,10.25,overcast clouds
553,Valparaiso,CL,-33.0393,-71.6273,65.84,63,0,5.75,clear sky
554,Cockburn Town,TC,21.4612,-71.1419,77.77,73,0,13.22,clear sky
555,Okha,RU,53.5739,142.9478,-7.02,95,24,10.54,few clouds
556,Ruwi,OM,23.5996,58.5507,67.17,59,0,2.15,clear sky
557,Develi,TR,38.3906,35.4922,16.95,95,100,3.56,light snow
558,Urumqi,CN,43.801,87.6005,0.55,85,75,2.24,mist
559,Mahibadhoo,MV,3.7833,72.9667,79.61,66,48,11.97,scattered clouds
560,Asyut,EG,27.181,31.1837,42.98,56,0,8.48,clear sky
561,Ciudad Bolivar,VE,8.1222,-63.5497,81.41,45,15,12.95,few clouds
562,Cassilandia,BR,-19.1133,-51.7342,76.17,73,100,3.18,overcast clouds
563,Maceio,BR,-9.6658,-35.7353,81.84,83,75,5.75,broken clouds
564,Sola,VU,-13.8833,167.55,88.47,74,40,6.91,scattered clouds
565,Saldanha,ZA,-33.0117,17.9442,60.85,92,0,11.12,clear sky
566,Berekum,GH,7.4534,-2.584,68.61,23,0,4.09,clear sky
567,Sarakhs,IR,36.5449,61.1577,45.19,38,0,11.14,clear sky
568,Vostok,RU,46.4856,135.8833,4.1,88,99,3.13,overcast clouds
569,Ndjole,GA,-0.1783,10.7649,74.5,96,95,2.39,overcast clouds
570,Dwarka,IN,22.2394,68.9678,64.45,43,0,9.73,clear sky
571,Shingu,JP,33.7333,135.9833,47.39,56,100,3.33,overcast clouds
572,Ibipeba,BR,-11.6408,-42.0111,67.57,86,100,5.17,overcast clouds
573,Gerash,IR,27.6652,54.1371,42.94,48,0,2.01,clear sky
574,College,US,64.8569,-147.8028,-8.54,100,44,3.15,scattered clouds
575,Jalu,LY,29.0331,21.5482,47.82,67,31,6.26,scattered clouds
576,Ponta Delgada,PT,37.7333,-25.6667,59.72,63,75,11.5,broken clouds
577,Shache,CN,38.4167,77.2406,23.72,57,0,1.81,clear sky
578,Strezhevoy,RU,60.7333,77.5889,3.18,100,96,6.29,overcast clouds
579,San Quintin,MX,30.4833,-115.95,59.49,67,100,8.63,overcast clouds
580,Ludvika,SE,60.1496,15.1878,34.03,92,64,6.53,broken clouds
581,Palana,RU,59.1167,159.9667,2.68,92,100,12.73,overcast clouds
582,Thunder Bay,CA,48.4001,-89.3168,19.56,77,100,8.05,overcast clouds
583,Novospasskoye,RU,53.1468,47.7514,-3.93,100,51,3.24,broken clouds
584,Killybegs,IE,54.6333,-8.45,49.44,88,100,13.87,overcast clouds
585,Banjar,ID,-8.19,114.9675,84.06,81,100,2.42,moderate rain
586,Karia,NG,11.7306,11.1629,60.67,26,7,11.18,clear sky
587,Chiryu,JP,35.0,137.0333,47.07,55,100,11.45,overcast clouds
588,Bahia Blanca,AR,-38.7196,-62.2724,63.37,57,3,10.0,clear sky
589,Duluth,US,46.7833,-92.1066,19.18,73,100,5.99,overcast clouds
590,Mount Vernon,US,40.9126,-73.8371,25.68,42,3,7.0,clear sky
591,Farafenni,GM,13.5667,-15.6,77.43,11,62,7.29,broken clouds
592,Acari,PE,-15.4311,-74.6158,73.17,75,99,5.41,overcast clouds
593,Mbandaka,CD,0.0487,18.2603,71.33,78,86,4.12,overcast clouds
594,Yuanping,CN,38.7153,112.7575,25.54,48,100,3.65,overcast clouds
595,Jumla,NP,29.2747,82.1838,22.93,68,5,4.99,clear sky
596,Portobelo,PA,9.55,-79.65,78.06,84,100,10.04,overcast clouds
597,Damietta,EG,31.4165,31.8133,52.38,58,96,26.33,overcast clouds
598,Almaznyy,RU,48.0448,40.045,24.94,97,100,3.53,snow
599,Brooks,CA,50.5834,-111.8851,33.04,78,100,18.79,overcast clouds
600,Havoysund,NO,70.9963,24.6622,29.28,73,100,7.29,light snow
601,Bochnia,PL,49.9691,20.4303,34.66,93,100,11.27,overcast clouds
602,Evinayong,GQ,1.4368,10.5512,67.37,99,61,3.04,broken clouds
603,Thai Binh,VN,20.45,106.3333,68.0,90,26,7.67,scattered clouds
604,Cherdyn,RU,60.403,56.4787,-1.07,99,100,2.42,overcast clouds
605,Rabat,MA,33.9911,-6.8401,55.04,94,100,9.22,overcast clouds
606,Catuday,PH,16.2923,119.8062,79.43,74,72,13.2,broken clouds
607,Umm Lajj,SA,25.0213,37.2685,64.18,54,19,19.44,few clouds
608,Tura,IN,25.5198,90.2201,55.11,87,97,2.68,overcast clouds
609,Moussoro,TD,13.6408,16.4901,62.1,20,3,19.73,clear sky
610,Makakilo City,US,21.3469,-158.0858,78.69,58,13,14.79,few clouds
611,Beni Suef,EG,29.0731,31.0979,42.78,64,5,7.94,clear sky
612,Karakol,KG,42.4907,78.3936,8.46,61,12,8.81,few clouds
613,Porto Walter,BR,-8.2686,-72.7439,72.48,96,46,2.21,scattered clouds
614,Matara,LK,5.9485,80.5353,71.01,90,99,4.21,overcast clouds
615,Magistralnyy,RU,56.1725,107.4458,-17.09,100,62,2.24,broken clouds
616,Kendari,ID,-3.945,122.4989,82.94,71,100,1.79,overcast clouds
617,Gafanha Da Encarnacao,PT,40.6181,-8.733,50.27,83,8,5.41,clear sky
618,Batemans Bay,AU,-35.7167,150.1833,83.19,49,50,11.1,scattered clouds
619,Charters Towers,AU,-20.1,146.2667,76.51,83,100,8.55,light rain
620,Zhuhai,CN,22.2769,113.5678,68.72,88,40,3.44,scattered clouds
621,Manacapuru,BR,-3.2997,-60.6206,75.78,94,99,4.52,overcast clouds
622,Hualmay,PE,-11.0964,-77.6139,71.73,81,100,8.97,overcast clouds
623,Bintulu,MY,3.1667,113.0333,77.25,89,97,2.84,overcast clouds
624,Aswan,EG,24.0934,32.907,45.63,49,0,13.15,clear sky
625,Baykit,RU,61.67,96.37,-21.77,100,60,1.03,broken clouds
626,Udachnyy,RU,66.4167,112.4,-15.21,90,53,5.41,broken clouds
627,Havelock,US,34.8791,-76.9013,35.02,69,53,5.01,broken clouds
628,Yaqui,MX,27.3667,-110.1667,65.43,46,100,11.25,overcast clouds
629,Faya,SA,18.3851,42.4509,50.5,64,3,6.22,clear sky
630,Songjianghe,CN,42.1859,127.479,7.02,82,8,1.25,clear sky
631,Nirmal,IN,19.1,78.35,55.26,50,0,6.85,clear sky
632,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.89,90,100,0.76,overcast clouds
633,Saskylakh,RU,71.9167,114.0833,-10.35,92,46,4.27,scattered clouds
634,Alghero,IT,40.5589,8.3181,46.99,88,14,4.43,few clouds
635,Atasu,KZ,48.6814,71.6433,-5.24,98,67,3.4,broken clouds
636,Derzhavinsk,KZ,51.1,66.3167,1.06,95,96,6.31,overcast clouds
637,Santa Cruz,BO,-17.8,-63.1667,81.81,61,93,10.78,overcast clouds
638,Norman Wells,CA,65.282,-126.8329,-5.71,96,12,2.04,few clouds
639,Zacualpan,MX,21.25,-105.1667,78.42,80,100,3.0,overcast clouds
640,Nzega,RW,-2.479,29.5564,55.89,89,99,4.72,overcast clouds
641,Paris,FR,48.8534,2.3488,38.14,91,100,2.3,mist
642,Campeche,MX,19.0,-90.5,73.13,86,38,3.49,scattered clouds
643,Nehe,CN,48.4833,124.8333,-6.63,98,45,1.59,scattered clouds
644,Vanavara,RU,60.34,102.2797,-19.91,100,61,0.83,broken clouds
645,Kaduy,RU,59.2,37.15,7.68,97,100,4.18,overcast clouds
646,Fuling,CN,29.7022,107.3919,45.28,94,100,1.63,overcast clouds
647,Puerto Suarez,BO,-18.95,-57.8,83.03,60,99,3.38,overcast clouds
648,Guangzhou,CN,23.1167,113.25,66.0,74,29,3.71,scattered clouds
649,Sulangan,PH,11.1373,123.7228,80.44,83,8,9.71,clear sky
650,Junin,AR,-34.5838,-60.9433,66.85,57,0,16.78,clear sky
651,Mogadishu,SO,2.0371,45.3438,75.13,79,19,16.26,few clouds
652,Goryachiy Klyuch,RU,44.6308,39.13,28.44,97,100,1.16,overcast clouds
653,Homer,US,59.6425,-151.5483,28.78,92,100,9.71,overcast clouds
654,Vaniyambadi,IN,12.6833,78.6167,68.61,92,84,3.38,broken clouds
655,Suntar,RU,62.1444,117.6319,-3.6,96,100,6.49,overcast clouds
656,Dalbandin,PK,28.8947,64.4101,43.5,36,0,5.73,clear sky
657,Kachiry,KZ,53.0675,76.1036,-10.37,100,100,4.29,overcast clouds
658,Jodar,ES,37.8406,-3.3526,49.98,78,83,7.47,broken clouds
659,Port Hardy,CA,50.6996,-127.4199,41.76,73,100,3.0,overcast clouds
660,Rudnyy,KZ,52.9594,63.1206,12.36,94,100,8.66,overcast clouds
661,Ariquemes,BR,-9.9133,-63.0408,71.64,97,100,2.48,overcast clouds
662,Paysandu,UY,-32.3214,-58.0756,73.6,90,40,16.69,scattered clouds
663,Millbrook,US,32.4799,-86.3619,46.33,44,0,0.0,clear sky
664,Turkmenabat,TM,39.0733,63.5786,39.45,50,0,10.02,clear sky
665,Portland,US,45.5234,-122.6762,46.53,69,10,8.01,clear sky
666,Dickinson,US,29.4608,-95.0513,53.13,72,5,5.19,clear sky
667,Batagay-Alyta,RU,67.8006,130.4114,-11.83,86,100,6.04,overcast clouds
668,Port Augusta,AU,-32.5,137.7667,96.71,35,0,3.4,clear sky
669,Praxedis Guerrero,MX,31.3667,-106.0167,56.55,26,14,5.73,few clouds
670,Pirovskoye,RU,57.6267,92.2658,7.12,97,100,2.77,overcast clouds
671,Necochea,AR,-38.5473,-58.7368,63.03,58,0,15.03,clear sky
672,Mindyak,RU,54.0231,58.7891,1.81,98,77,6.31,broken clouds
673,Taga,RO,46.95,24.05,26.92,97,97,1.54,overcast clouds
674,Belyy Yar,RU,53.6039,91.3903,-0.51,85,20,2.24,mist
675,Makat,KZ,47.6469,53.3463,27.46,91,100,11.05,overcast clouds
676,Marzuq,YE,14.4,46.4667,57.02,68,2,2.48,clear sky
677,Moyale,KE,3.5167,39.0584,66.65,36,0,8.75,clear sky
678,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,-5.08,100,100,3.65,snow
679,Kurganinsk,RU,44.88,40.5986,27.32,98,100,2.17,snow
680,Anuradhapura,LK,8.3565,80.4173,66.15,94,75,5.06,broken clouds
681,Dobryatino,RU,55.5055,41.3195,-0.94,100,92,2.89,snow
682,Olafsvik,IS,64.8945,-23.7142,33.84,60,100,5.95,overcast clouds
683,Kenai,US,60.5544,-151.2583,24.15,71,100,8.34,overcast clouds
684,Erenhot,CN,43.6475,111.9767,1.58,86,5,6.69,clear sky
685,Borogontsy,RU,62.6683,131.1683,-40.45,100,78,2.82,broken clouds
686,Arcelia,MX,18.2833,-100.2667,78.89,38,5,1.03,clear sky
687,Ainazi,LV,57.8636,24.3578,35.24,96,100,12.3,overcast clouds
688,Tonekabon,IR,36.8163,50.8738,49.41,77,13,2.28,few clouds
689,Keti Bandar,PK,24.1447,67.4497,62.55,53,2,3.87,clear sky
690,Balkanabat,TM,39.5108,54.3671,49.42,33,100,4.85,overcast clouds
691,Saint-Augustin,CA,51.226,-58.6502,-6.97,83,2,10.78,clear sky
692,Mnogovershinnyy,RU,53.9353,139.9242,-4.94,87,27,2.71,scattered clouds
693,Yumen,CN,40.2833,97.2,17.2,48,82,7.67,broken clouds
694,Apt,FR,43.8833,5.4,35.89,65,0,3.69,clear sky
695,Xichang,CN,27.8964,102.2634,42.21,75,37,0.65,scattered clouds
696,Novoulyanovsk,RU,54.1496,48.3891,-1.61,97,62,6.17,broken clouds
